bbox_count,source,stratify_group,fold
48,rres_1,rres_1_3,1
65,ethz_1,ethz_1_4,3
23,arvalis_1,arvalis_1_1,2
19,usask_1,usask_1_1,4
67,ethz_1,ethz_1_4,3
71,ethz_1,ethz_1_4,2
96,ethz_1,ethz_1_6,3
77,ethz_1,ethz_1_5,2
55,rres_1,rres_1_3,3
44,arvalis_1,arvalis_1_2,1
28,arvalis_1,arvalis_1_1,4
40,usask_1,usask_1_2,3
34,rres_1,rres_1_2,1
51,rres_1,rres_1_3,0
13,arvalis_3,arvalis_3_0,1
30,arvalis_1,arvalis_1_2,3
19,usask_1,usask_1_1,4
80,arvalis_1,arvalis_1_5,4
44,rres_1,rres_1_2,1
56,ethz_1,ethz_1_3,1
18,rres_1,rres_1_1,3
68,ethz_1,ethz_1_4,3
43,arvalis_1,arvalis_1_2,2
31,arvalis_1,arvalis_1_2,2
56,rres_1,rres_1_3,3
40,arvalis_1,arvalis_1_2,1
16,usask_1,usask_1_1,2
50,rres_1,rres_1_3,1
49,ethz_1,ethz_1_3,1
28,usask_1,usask_1_1,1
57,arvalis_1,arvalis_1_3,0
22,arvalis_2,arvalis_2_1,2
1,arvalis_3,arvalis_3_0,2
40,usask_1,usask_1_2,2
34,rres_1,rres_1_2,1
80,ethz_1,ethz_1_5,1
17,arvalis_3,arvalis_3_1,4
41,arvalis_1,arvalis_1_2,2
34,rres_1,rres_1_2,3
39,arvalis_1,arvalis_1_2,4
22,inrae_1,inrae_1_1,2
62,ethz_1,ethz_1_4,4
78,ethz_1,ethz_1_5,1
41,arvalis_1,arvalis_1_2,4
22,inrae_1,inrae_1_1,0
45,arvalis_1,arvalis_1_3,0
32,arvalis_1,arvalis_1_2,1
43,arvalis_1,arvalis_1_2,3
39,rres_1,rres_1_2,1
29,arvalis_3,arvalis_3_1,1
37,rres_1,rres_1_2,0
8,inrae_1,inrae_1_0,2
59,rres_1,rres_1_3,4
75,ethz_1,ethz_1_5,1
36,arvalis_1,arvalis_1_2,3
68,ethz_1,ethz_1_4,0
59,rres_1,rres_1_3,2
70,ethz_1,ethz_1_4,1
31,rres_1,rres_1_2,0
22,usask_1,usask_1_1,1
54,arvalis_1,arvalis_1_3,2
44,rres_1,rres_1_2,1
31,arvalis_1,arvalis_1_2,2
69,ethz_1,ethz_1_4,4
61,ethz_1,ethz_1_4,3
49,arvalis_1,arvalis_1_3,1
77,ethz_1,ethz_1_5,0
25,inrae_1,inrae_1_1,0
24,inrae_1,inrae_1_1,1
20,arvalis_2,arvalis_2_1,0
6,arvalis_3,arvalis_3_0,3
33,usask_1,usask_1_2,2
38,arvalis_1,arvalis_1_2,0
29,rres_1,rres_1_1,2
12,arvalis_3,arvalis_3_0,2
12,arvalis_3,arvalis_3_0,1
26,arvalis_1,arvalis_1_1,2
50,arvalis_1,arvalis_1_3,0
22,usask_1,usask_1_1,4
49,rres_1,rres_1_3,0
36,arvalis_1,arvalis_1_2,0
14,inrae_1,inrae_1_0,4
37,arvalis_1,arvalis_1_2,4
45,arvalis_1,arvalis_1_3,4
56,arvalis_3,arvalis_3_3,3
45,arvalis_1,arvalis_1_3,3
63,ethz_1,ethz_1_4,2
30,arvalis_1,arvalis_1_2,1
47,arvalis_1,arvalis_1_3,1
22,arvalis_2,arvalis_2_1,2
60,arvalis_3,arvalis_3_4,4
57,rres_1,rres_1_3,1
38,arvalis_1,arvalis_1_2,0
40,arvalis_3,arvalis_3_2,2
59,rres_1,rres_1_3,2
62,rres_1,rres_1_4,1
65,ethz_1,ethz_1_4,4
77,ethz_1,ethz_1_5,1
19,arvalis_2,arvalis_2_1,2
55,rres_1,rres_1_3,3
34,arvalis_1,arvalis_1_2,3
55,ethz_1,ethz_1_3,0
39,arvalis_1,arvalis_1_2,2
26,arvalis_3,arvalis_3_1,4
70,ethz_1,ethz_1_4,0
32,arvalis_1,arvalis_1_2,2
65,arvalis_1,arvalis_1_4,1
42,rres_1,rres_1_2,0
10,arvalis_3,arvalis_3_0,4
71,ethz_1,ethz_1_4,2
25,arvalis_1,arvalis_1_1,0
52,arvalis_1,arvalis_1_3,2
47,arvalis_1,arvalis_1_3,4
35,arvalis_1,arvalis_1_2,1
18,arvalis_3,arvalis_3_1,0
3,arvalis_3,arvalis_3_0,3
70,ethz_1,ethz_1_4,3
26,usask_1,usask_1_1,4
67,ethz_1,ethz_1_4,1
29,arvalis_3,arvalis_3_1,3
60,arvalis_1,arvalis_1_4,0
38,rres_1,rres_1_2,3
44,arvalis_1,arvalis_1_2,0
53,arvalis_3,arvalis_3_3,1
52,arvalis_1,arvalis_1_3,1
18,usask_1,usask_1_1,3
46,arvalis_1,arvalis_1_3,4
41,usask_1,usask_1_2,1
22,arvalis_1,arvalis_1_1,1
27,arvalis_2,arvalis_2_1,4
30,usask_1,usask_1_2,1
71,ethz_1,ethz_1_4,1
57,rres_1,rres_1_3,1
57,ethz_1,ethz_1_3,1
50,arvalis_3,arvalis_3_3,3
19,arvalis_2,arvalis_2_1,2
28,arvalis_1,arvalis_1_1,1
30,arvalis_1,arvalis_1_2,3
70,ethz_1,ethz_1_4,3
42,arvalis_1,arvalis_1_2,2
12,inrae_1,inrae_1_0,1
30,arvalis_2,arvalis_2_2,4
50,arvalis_1,arvalis_1_3,2
43,arvalis_1,arvalis_1_2,4
25,arvalis_3,arvalis_3_1,1
55,rres_1,rres_1_3,3
34,arvalis_1,arvalis_1_2,3
50,arvalis_1,arvalis_1_3,4
50,rres_1,rres_1_3,3
43,arvalis_1,arvalis_1_2,2
62,ethz_1,ethz_1_4,2
36,arvalis_1,arvalis_1_2,2
26,inrae_1,inrae_1_1,2
77,ethz_1,ethz_1_5,0
63,ethz_1,ethz_1_4,4
60,rres_1,rres_1_4,4
70,ethz_1,ethz_1_4,1
65,ethz_1,ethz_1_4,2
11,arvalis_2,arvalis_2_0,3
50,arvalis_1,arvalis_1_3,4
36,arvalis_1,arvalis_1_2,2
54,arvalis_1,arvalis_1_3,4
19,arvalis_3,arvalis_3_1,3
61,ethz_1,ethz_1_4,2
4,arvalis_3,arvalis_3_0,3
34,arvalis_1,arvalis_1_2,2
42,arvalis_1,arvalis_1_2,0
23,arvalis_1,arvalis_1_1,0
85,ethz_1,ethz_1_5,1
59,arvalis_1,arvalis_1_3,3
38,arvalis_1,arvalis_1_2,3
13,arvalis_3,arvalis_3_0,1
43,arvalis_1,arvalis_1_2,3
22,arvalis_3,arvalis_3_1,0
31,arvalis_1,arvalis_1_2,1
1,arvalis_3,arvalis_3_0,2
36,rres_1,rres_1_2,4
88,ethz_1,ethz_1_5,0
66,arvalis_1,arvalis_1_4,1
25,arvalis_1,arvalis_1_1,1
21,arvalis_3,arvalis_3_1,3
67,ethz_1,ethz_1_4,3
16,arvalis_2,arvalis_2_1,1
23,arvalis_1,arvalis_1_1,2
77,ethz_1,ethz_1_5,0
31,arvalis_1,arvalis_1_2,2
49,arvalis_1,arvalis_1_3,3
44,arvalis_1,arvalis_1_2,4
54,arvalis_3,arvalis_3_3,4
55,rres_1,rres_1_3,3
13,arvalis_3,arvalis_3_0,3
32,usask_1,usask_1_2,1
47,arvalis_1,arvalis_1_3,2
75,ethz_1,ethz_1_5,4
66,ethz_1,ethz_1_4,1
63,arvalis_3,arvalis_3_4,4
43,rres_1,rres_1_2,3
42,arvalis_3,arvalis_3_2,2
33,arvalis_1,arvalis_1_2,4
52,arvalis_3,arvalis_3_3,4
73,arvalis_1,arvalis_1_4,2
63,ethz_1,ethz_1_4,4
64,ethz_1,ethz_1_4,4
55,usask_1,usask_1_3,1
22,arvalis_2,arvalis_2_1,2
49,arvalis_3,arvalis_3_3,4
13,arvalis_3,arvalis_3_0,4
42,arvalis_1,arvalis_1_2,4
54,ethz_1,ethz_1_3,3
60,arvalis_3,arvalis_3_4,4
48,rres_1,rres_1_3,3
49,arvalis_1,arvalis_1_3,3
29,arvalis_1,arvalis_1_1,4
41,arvalis_1,arvalis_1_2,3
55,ethz_1,ethz_1_3,1
15,usask_1,usask_1_1,0
50,arvalis_1,arvalis_1_3,1
34,arvalis_1,arvalis_1_2,2
32,arvalis_1,arvalis_1_2,1
61,rres_1,rres_1_4,2
12,usask_1,usask_1_0,4
41,arvalis_1,arvalis_1_2,4
31,arvalis_1,arvalis_1_2,0
16,arvalis_2,arvalis_2_1,4
20,rres_1,rres_1_1,0
1,arvalis_3,arvalis_3_0,0
15,arvalis_2,arvalis_2_1,2
65,ethz_1,ethz_1_4,2
46,arvalis_1,arvalis_1_3,0
81,arvalis_1,arvalis_1_5,3
35,arvalis_1,arvalis_1_2,2
19,arvalis_2,arvalis_2_1,4
47,arvalis_1,arvalis_1_3,3
17,arvalis_2,arvalis_2_1,3
72,ethz_1,ethz_1_4,1
59,rres_1,rres_1_3,1
31,arvalis_1,arvalis_1_2,0
52,arvalis_3,arvalis_3_3,3
63,ethz_1,ethz_1_4,4
78,arvalis_1,arvalis_1_5,4
18,arvalis_3,arvalis_3_1,4
41,arvalis_1,arvalis_1_2,3
41,usask_1,usask_1_2,1
29,arvalis_1,arvalis_1_1,4
30,arvalis_3,arvalis_3_2,4
67,ethz_1,ethz_1_4,2
64,arvalis_1,arvalis_1_4,4
74,ethz_1,ethz_1_4,2
18,arvalis_3,arvalis_3_1,1
75,ethz_1,ethz_1_5,1
52,arvalis_1,arvalis_1_3,3
32,rres_1,rres_1_2,4
27,arvalis_2,arvalis_2_1,4
42,arvalis_3,arvalis_3_2,0
83,ethz_1,ethz_1_5,4
48,ethz_1,ethz_1_3,2
42,arvalis_1,arvalis_1_2,1
52,arvalis_1,arvalis_1_3,3
62,rres_1,rres_1_4,0
52,rres_1,rres_1_3,2
61,arvalis_3,arvalis_3_4,1
20,arvalis_1,arvalis_1_1,1
73,ethz_1,ethz_1_4,1
42,arvalis_1,arvalis_1_2,1
52,arvalis_1,arvalis_1_3,1
39,arvalis_1,arvalis_1_2,2
32,arvalis_1,arvalis_1_2,4
45,rres_1,rres_1_3,2
32,arvalis_1,arvalis_1_2,2
46,arvalis_3,arvalis_3_3,1
23,inrae_1,inrae_1_1,0
53,rres_1,rres_1_3,1
49,arvalis_1,arvalis_1_3,3
15,usask_1,usask_1_1,2
58,ethz_1,ethz_1_3,0
61,rres_1,rres_1_4,4
24,inrae_1,inrae_1_1,1
53,ethz_1,ethz_1_3,0
72,ethz_1,ethz_1_4,3
54,arvalis_1,arvalis_1_3,3
55,arvalis_3,arvalis_3_3,1
30,rres_1,rres_1_2,3
30,inrae_1,inrae_1_2,0
55,ethz_1,ethz_1_3,2
52,ethz_1,ethz_1_3,1
72,rres_1,rres_1_4,4
25,rres_1,rres_1_1,4
29,usask_1,usask_1_1,0
45,arvalis_3,arvalis_3_3,2
51,rres_1,rres_1_3,2
82,ethz_1,ethz_1_5,1
61,ethz_1,ethz_1_4,2
52,arvalis_1,arvalis_1_3,1
89,ethz_1,ethz_1_5,1
38,rres_1,rres_1_2,2
32,rres_1,rres_1_2,0
49,rres_1,rres_1_3,0
59,arvalis_3,arvalis_3_3,3
25,rres_1,rres_1_1,2
54,arvalis_1,arvalis_1_3,4
23,rres_1,rres_1_1,0
45,arvalis_1,arvalis_1_3,4
43,arvalis_1,arvalis_1_2,4
54,arvalis_3,arvalis_3_3,0
15,usask_1,usask_1_1,2
68,ethz_1,ethz_1_4,1
71,ethz_1,ethz_1_4,3
59,arvalis_1,arvalis_1_3,3
45,arvalis_1,arvalis_1_3,4
39,arvalis_1,arvalis_1_2,2
68,ethz_1,ethz_1_4,0
58,arvalis_1,arvalis_1_3,2
35,arvalis_1,arvalis_1_2,1
22,arvalis_3,arvalis_3_1,1
75,ethz_1,ethz_1_5,2
45,arvalis_1,arvalis_1_3,3
40,usask_1,usask_1_2,4
39,arvalis_1,arvalis_1_2,4
55,arvalis_3,arvalis_3_3,0
41,arvalis_1,arvalis_1_2,0
39,arvalis_3,arvalis_3_2,0
79,ethz_1,ethz_1_5,3
40,rres_1,rres_1_2,0
36,rres_1,rres_1_2,0
47,arvalis_3,arvalis_3_3,4
16,arvalis_3,arvalis_3_1,2
48,arvalis_1,arvalis_1_3,3
37,rres_1,rres_1_2,4
47,arvalis_3,arvalis_3_3,2
25,arvalis_3,arvalis_3_1,1
36,arvalis_3,arvalis_3_2,0
58,rres_1,rres_1_3,2
47,rres_1,rres_1_3,3
30,inrae_1,inrae_1_2,3
89,ethz_1,ethz_1_5,0
61,arvalis_3,arvalis_3_4,1
75,ethz_1,ethz_1_5,0
75,ethz_1,ethz_1_5,4
21,usask_1,usask_1_1,2
27,arvalis_1,arvalis_1_1,0
30,arvalis_1,arvalis_1_2,2
58,ethz_1,ethz_1_3,4
51,arvalis_1,arvalis_1_3,2
43,arvalis_1,arvalis_1_2,3
31,arvalis_1,arvalis_1_2,1
33,usask_1,usask_1_2,3
62,arvalis_3,arvalis_3_4,1
9,inrae_1,inrae_1_0,4
81,ethz_1,ethz_1_5,0
26,arvalis_3,arvalis_3_1,1
54,rres_1,rres_1_3,0
51,arvalis_3,arvalis_3_3,4
53,arvalis_1,arvalis_1_3,3
5,arvalis_3,arvalis_3_0,2
32,arvalis_1,arvalis_1_2,2
63,ethz_1,ethz_1_4,0
48,arvalis_3,arvalis_3_3,2
23,usask_1,usask_1_1,2
29,arvalis_3,arvalis_3_1,3
69,ethz_1,ethz_1_4,4
49,arvalis_1,arvalis_1_3,0
19,arvalis_3,arvalis_3_1,3
17,arvalis_3,arvalis_3_1,3
69,ethz_1,ethz_1_4,0
58,ethz_1,ethz_1_3,2
49,arvalis_1,arvalis_1_3,1
57,arvalis_1,arvalis_1_3,3
73,ethz_1,ethz_1_4,4
31,rres_1,rres_1_2,0
23,inrae_1,inrae_1_1,3
18,arvalis_2,arvalis_2_1,4
23,arvalis_3,arvalis_3_1,0
27,usask_1,usask_1_1,4
35,arvalis_1,arvalis_1_2,2
27,arvalis_2,arvalis_2_1,0
44,arvalis_1,arvalis_1_2,4
24,arvalis_2,arvalis_2_1,1
54,ethz_1,ethz_1_3,4
87,ethz_1,ethz_1_5,1
63,ethz_1,ethz_1_4,0
78,ethz_1,ethz_1_5,3
54,arvalis_1,arvalis_1_3,3
34,arvalis_1,arvalis_1_2,4
59,arvalis_3,arvalis_3_3,2
29,arvalis_2,arvalis_2_1,4
64,ethz_1,ethz_1_4,2
49,arvalis_1,arvalis_1_3,1
51,usask_1,usask_1_3,4
17,arvalis_2,arvalis_2_1,2
44,arvalis_1,arvalis_1_2,4
1,arvalis_3,arvalis_3_0,1
21,usask_1,usask_1_1,1
39,usask_1,usask_1_2,0
54,rres_1,rres_1_3,1
73,ethz_1,ethz_1_4,3
41,arvalis_1,arvalis_1_2,2
79,ethz_1,ethz_1_5,4
28,arvalis_1,arvalis_1_1,2
57,arvalis_1,arvalis_1_3,3
54,ethz_1,ethz_1_3,1
80,ethz_1,ethz_1_5,2
23,arvalis_3,arvalis_3_1,0
28,arvalis_1,arvalis_1_1,1
64,arvalis_1,arvalis_1_4,2
57,ethz_1,ethz_1_3,1
20,inrae_1,inrae_1_1,2
65,arvalis_1,arvalis_1_4,3
61,ethz_1,ethz_1_4,1
37,rres_1,rres_1_2,0
21,arvalis_2,arvalis_2_1,1
62,ethz_1,ethz_1_4,4
44,arvalis_1,arvalis_1_2,1
70,ethz_1,ethz_1_4,2
39,arvalis_3,arvalis_3_2,0
24,arvalis_2,arvalis_2_1,4
39,rres_1,rres_1_2,4
58,arvalis_1,arvalis_1_3,4
19,arvalis_3,arvalis_3_1,0
29,arvalis_1,arvalis_1_1,1
13,arvalis_3,arvalis_3_0,1
65,ethz_1,ethz_1_4,3
68,ethz_1,ethz_1_4,3
49,arvalis_1,arvalis_1_3,1
64,ethz_1,ethz_1_4,4
48,arvalis_1,arvalis_1_3,1
11,inrae_1,inrae_1_0,1
90,ethz_1,ethz_1_6,1
14,usask_1,usask_1_0,1
15,arvalis_3,arvalis_3_1,2
33,inrae_1,inrae_1_2,4
29,arvalis_3,arvalis_3_1,2
59,ethz_1,ethz_1_3,2
47,arvalis_1,arvalis_1_3,4
25,arvalis_2,arvalis_2_1,2
28,usask_1,usask_1_1,1
33,arvalis_1,arvalis_1_2,0
21,usask_1,usask_1_1,2
20,inrae_1,inrae_1_1,3
77,ethz_1,ethz_1_5,3
37,arvalis_1,arvalis_1_2,4
44,rres_1,rres_1_2,4
21,usask_1,usask_1_1,2
53,rres_1,rres_1_3,1
35,rres_1,rres_1_2,1
58,ethz_1,ethz_1_3,0
56,rres_1,rres_1_3,4
54,arvalis_1,arvalis_1_3,0
12,arvalis_3,arvalis_3_0,3
51,arvalis_1,arvalis_1_3,1
38,arvalis_1,arvalis_1_2,4
37,arvalis_1,arvalis_1_2,4
50,arvalis_1,arvalis_1_3,4
49,ethz_1,ethz_1_3,3
18,arvalis_3,arvalis_3_1,2
15,arvalis_3,arvalis_3_1,4
43,arvalis_1,arvalis_1_2,0
4,arvalis_3,arvalis_3_0,1
72,ethz_1,ethz_1_4,0
32,arvalis_1,arvalis_1_2,2
66,ethz_1,ethz_1_4,3
53,arvalis_1,arvalis_1_3,1
20,arvalis_3,arvalis_3_1,0
73,ethz_1,ethz_1_4,0
44,arvalis_3,arvalis_3_2,4
39,arvalis_1,arvalis_1_2,3
36,arvalis_1,arvalis_1_2,1
42,arvalis_1,arvalis_1_2,1
55,arvalis_1,arvalis_1_3,2
31,usask_1,usask_1_2,2
54,arvalis_3,arvalis_3_3,3
16,arvalis_3,arvalis_3_1,3
25,arvalis_2,arvalis_2_1,3
58,ethz_1,ethz_1_3,3
42,arvalis_1,arvalis_1_2,2
40,arvalis_1,arvalis_1_2,3
44,arvalis_3,arvalis_3_2,2
66,ethz_1,ethz_1_4,1
44,arvalis_1,arvalis_1_2,1
47,arvalis_1,arvalis_1_3,3
86,ethz_1,ethz_1_5,0
54,ethz_1,ethz_1_3,1
47,arvalis_1,arvalis_1_3,1
47,rres_1,rres_1_3,0
45,arvalis_1,arvalis_1_3,2
84,ethz_1,ethz_1_5,4
4,arvalis_3,arvalis_3_0,4
68,ethz_1,ethz_1_4,2
20,arvalis_3,arvalis_3_1,3
61,arvalis_1,arvalis_1_4,3
38,rres_1,rres_1_2,2
30,arvalis_1,arvalis_1_2,0
34,arvalis_1,arvalis_1_2,4
66,ethz_1,ethz_1_4,1
27,arvalis_1,arvalis_1_1,4
60,ethz_1,ethz_1_4,2
79,ethz_1,ethz_1_5,3
43,rres_1,rres_1_2,3
26,usask_1,usask_1_1,4
31,rres_1,rres_1_2,2
57,arvalis_1,arvalis_1_3,3
69,ethz_1,ethz_1_4,4
89,ethz_1,ethz_1_5,2
45,arvalis_1,arvalis_1_3,0
84,arvalis_1,arvalis_1_5,1
36,arvalis_1,arvalis_1_2,1
45,arvalis_1,arvalis_1_3,4
28,rres_1,rres_1_1,3
40,arvalis_1,arvalis_1_2,1
59,ethz_1,ethz_1_3,2
42,arvalis_1,arvalis_1_2,4
42,arvalis_1,arvalis_1_2,2
8,usask_1,usask_1_0,2
50,arvalis_1,arvalis_1_3,0
76,ethz_1,ethz_1_5,2
53,arvalis_3,arvalis_3_3,0
20,arvalis_3,arvalis_3_1,0
25,rres_1,rres_1_1,1
28,arvalis_1,arvalis_1_1,0
67,ethz_1,ethz_1_4,0
73,ethz_1,ethz_1_4,4
82,arvalis_1,arvalis_1_5,0
41,arvalis_1,arvalis_1_2,3
53,ethz_1,ethz_1_3,1
65,ethz_1,ethz_1_4,1
38,arvalis_1,arvalis_1_2,2
64,arvalis_1,arvalis_1_4,4
34,arvalis_1,arvalis_1_2,0
64,rres_1,rres_1_4,0
69,ethz_1,ethz_1_4,2
89,ethz_1,ethz_1_5,3
22,arvalis_2,arvalis_2_1,3
70,ethz_1,ethz_1_4,4
37,arvalis_2,arvalis_2_2,3
53,ethz_1,ethz_1_3,4
30,arvalis_1,arvalis_1_2,0
16,arvalis_2,arvalis_2_1,3
31,arvalis_1,arvalis_1_2,0
67,arvalis_1,arvalis_1_4,4
33,inrae_1,inrae_1_2,4
67,ethz_1,ethz_1_4,3
60,ethz_1,ethz_1_4,3
40,arvalis_1,arvalis_1_2,1
38,arvalis_1,arvalis_1_2,1
30,arvalis_3,arvalis_3_2,0
37,usask_1,usask_1_2,3
70,ethz_1,ethz_1_4,1
32,usask_1,usask_1_2,0
3,arvalis_3,arvalis_3_0,4
63,rres_1,rres_1_4,3
45,arvalis_1,arvalis_1_3,3
33,usask_1,usask_1_2,3
60,rres_1,rres_1_4,4
28,arvalis_3,arvalis_3_1,3
29,arvalis_1,arvalis_1_1,1
16,usask_1,usask_1_1,0
55,ethz_1,ethz_1_3,3
25,arvalis_2,arvalis_2_1,0
46,arvalis_1,arvalis_1_3,1
16,arvalis_3,arvalis_3_1,1
58,rres_1,rres_1_3,4
35,usask_1,usask_1_2,3
15,arvalis_2,arvalis_2_1,4
6,arvalis_3,arvalis_3_0,0
68,ethz_1,ethz_1_4,4
90,ethz_1,ethz_1_6,2
28,arvalis_3,arvalis_3_1,4
21,inrae_1,inrae_1_1,0
23,inrae_1,inrae_1_1,1
76,ethz_1,ethz_1_5,1
44,ethz_1,ethz_1_2,1
43,arvalis_1,arvalis_1_2,4
51,arvalis_1,arvalis_1_3,2
22,arvalis_3,arvalis_3_1,0
29,rres_1,rres_1_1,1
24,arvalis_3,arvalis_3_1,0
33,rres_1,rres_1_2,2
49,rres_1,rres_1_3,4
29,usask_1,usask_1_1,2
41,rres_1,rres_1_2,0
61,ethz_1,ethz_1_4,1
68,ethz_1,ethz_1_4,4
62,rres_1,rres_1_4,1
55,arvalis_1,arvalis_1_3,1
72,ethz_1,ethz_1_4,2
64,rres_1,rres_1_4,4
54,rres_1,rres_1_3,2
56,rres_1,rres_1_3,0
82,ethz_1,ethz_1_5,2
54,rres_1,rres_1_3,3
67,ethz_1,ethz_1_4,3
20,arvalis_1,arvalis_1_1,3
61,ethz_1,ethz_1_4,2
26,inrae_1,inrae_1_1,3
63,ethz_1,ethz_1_4,0
43,arvalis_1,arvalis_1_2,1
47,arvalis_1,arvalis_1_3,2
27,arvalis_3,arvalis_3_1,0
43,arvalis_1,arvalis_1_2,4
38,arvalis_3,arvalis_3_2,2
75,ethz_1,ethz_1_5,2
65,ethz_1,ethz_1_4,3
40,arvalis_1,arvalis_1_2,3
64,ethz_1,ethz_1_4,3
26,arvalis_1,arvalis_1_1,2
69,rres_1,rres_1_4,2
23,arvalis_1,arvalis_1_1,2
23,arvalis_2,arvalis_2_1,0
68,arvalis_3,arvalis_3_4,4
34,arvalis_1,arvalis_1_2,2
16,arvalis_2,arvalis_2_1,0
38,arvalis_3,arvalis_3_2,0
31,arvalis_1,arvalis_1_2,3
39,rres_1,rres_1_2,2
29,arvalis_1,arvalis_1_1,1
41,arvalis_1,arvalis_1_2,1
48,arvalis_1,arvalis_1_3,0
82,arvalis_1,arvalis_1_5,3
85,ethz_1,ethz_1_5,4
46,arvalis_3,arvalis_3_3,3
33,rres_1,rres_1_2,2
80,ethz_1,ethz_1_5,0
62,rres_1,rres_1_4,3
25,arvalis_3,arvalis_3_1,1
62,ethz_1,ethz_1_4,4
26,arvalis_3,arvalis_3_1,3
55,arvalis_3,arvalis_3_3,4
46,arvalis_1,arvalis_1_3,0
28,arvalis_1,arvalis_1_1,4
14,arvalis_3,arvalis_3_0,2
20,arvalis_3,arvalis_3_1,0
13,inrae_1,inrae_1_0,0
40,arvalis_1,arvalis_1_2,2
15,inrae_1,inrae_1_1,4
44,arvalis_1,arvalis_1_2,3
28,arvalis_3,arvalis_3_1,1
14,arvalis_2,arvalis_2_0,4
50,ethz_1,ethz_1_3,4
44,arvalis_1,arvalis_1_2,2
69,ethz_1,ethz_1_4,4
75,arvalis_1,arvalis_1_5,2
75,ethz_1,ethz_1_5,1
15,arvalis_3,arvalis_3_1,0
36,arvalis_1,arvalis_1_2,3
23,arvalis_2,arvalis_2_1,1
64,rres_1,rres_1_4,1
34,arvalis_1,arvalis_1_2,4
63,rres_1,rres_1_4,4
66,rres_1,rres_1_4,1
54,arvalis_1,arvalis_1_3,0
25,arvalis_1,arvalis_1_1,0
18,arvalis_2,arvalis_2_1,1
26,arvalis_3,arvalis_3_1,4
14,arvalis_3,arvalis_3_0,2
42,arvalis_1,arvalis_1_2,3
66,rres_1,rres_1_4,3
89,arvalis_3,arvalis_3_5,2
43,arvalis_3,arvalis_3_2,1
28,usask_1,usask_1_1,2
81,ethz_1,ethz_1_5,3
46,arvalis_1,arvalis_1_3,2
47,arvalis_1,arvalis_1_3,2
31,arvalis_1,arvalis_1_2,0
53,ethz_1,ethz_1_3,3
67,ethz_1,ethz_1_4,2
18,inrae_1,inrae_1_1,4
34,arvalis_1,arvalis_1_2,1
69,ethz_1,ethz_1_4,2
76,ethz_1,ethz_1_5,0
58,ethz_1,ethz_1_3,3
56,arvalis_1,arvalis_1_3,3
20,arvalis_2,arvalis_2_1,1
74,ethz_1,ethz_1_4,3
41,rres_1,rres_1_2,1
37,arvalis_1,arvalis_1_2,3
23,arvalis_1,arvalis_1_1,3
