bbox_count,source,stratify_group,fold
77,ethz_1,ethz_1_5,4
56,rres_1,rres_1_3,1
38,arvalis_3,arvalis_3_2,1
44,arvalis_1,arvalis_1_2,3
46,usask_1,usask_1_3,2
16,arvalis_2,arvalis_2_1,4
63,arvalis_1,arvalis_1_4,1
70,ethz_1,ethz_1_4,4
11,arvalis_3,arvalis_3_0,0
49,rres_1,rres_1_3,0
89,ethz_1,ethz_1_5,4
87,arvalis_3,arvalis_3_5,4
44,arvalis_3,arvalis_3_2,0
78,ethz_1,ethz_1_5,2
68,ethz_1,ethz_1_4,3
63,rres_1,rres_1_4,1
34,rres_1,rres_1_2,2
30,arvalis_1,arvalis_1_2,2
36,arvalis_3,arvalis_3_2,3
1,arvalis_3,arvalis_3_0,0
63,rres_1,rres_1_4,4
58,arvalis_1,arvalis_1_3,3
75,ethz_1,ethz_1_5,2
75,ethz_1,ethz_1_5,4
51,arvalis_3,arvalis_3_3,0
64,ethz_1,ethz_1_4,2
39,arvalis_1,arvalis_1_2,4
54,rres_1,rres_1_3,1
51,arvalis_3,arvalis_3_3,3
76,ethz_1,ethz_1_5,4
17,inrae_1,inrae_1_1,4
39,arvalis_1,arvalis_1_2,0
14,arvalis_3,arvalis_3_0,2
64,ethz_1,ethz_1_4,0
32,rres_1,rres_1_2,2
78,ethz_1,ethz_1_5,4
37,arvalis_1,arvalis_1_2,3
73,ethz_1,ethz_1_4,1
30,arvalis_3,arvalis_3_2,3
31,usask_1,usask_1_2,1
76,ethz_1,ethz_1_5,3
64,ethz_1,ethz_1_4,1
27,rres_1,rres_1_1,2
64,ethz_1,ethz_1_4,4
51,ethz_1,ethz_1_3,0
59,rres_1,rres_1_3,2
42,arvalis_1,arvalis_1_2,4
46,arvalis_1,arvalis_1_3,2
36,arvalis_1,arvalis_1_2,4
39,arvalis_3,arvalis_3_2,1
72,ethz_1,ethz_1_4,3
58,rres_1,rres_1_3,4
20,arvalis_3,arvalis_3_1,1
47,ethz_1,ethz_1_3,4
67,ethz_1,ethz_1_4,3
58,rres_1,rres_1_3,0
49,arvalis_1,arvalis_1_3,3
67,ethz_1,ethz_1_4,4
24,inrae_1,inrae_1_1,0
60,ethz_1,ethz_1_4,1
29,usask_1,usask_1_1,4
34,arvalis_3,arvalis_3_2,4
92,ethz_1,ethz_1_6,0
38,rres_1,rres_1_2,3
30,arvalis_2,arvalis_2_2,2
64,ethz_1,ethz_1_4,4
31,rres_1,rres_1_2,2
50,arvalis_1,arvalis_1_3,4
51,arvalis_1,arvalis_1_3,3
41,arvalis_1,arvalis_1_2,4
32,rres_1,rres_1_2,4
54,rres_1,rres_1_3,4
42,arvalis_1,arvalis_1_2,4
4,arvalis_3,arvalis_3_0,1
36,rres_1,rres_1_2,1
45,usask_1,usask_1_3,0
28,rres_1,rres_1_1,0
83,ethz_1,ethz_1_5,0
65,arvalis_1,arvalis_1_4,0
56,arvalis_3,arvalis_3_3,0
77,ethz_1,ethz_1_5,4
15,arvalis_3,arvalis_3_1,1
12,arvalis_2,arvalis_2_0,3
87,ethz_1,ethz_1_5,4
38,arvalis_1,arvalis_1_2,2
71,ethz_1,ethz_1_4,3
47,rres_1,rres_1_3,1
48,rres_1,rres_1_3,1
42,arvalis_3,arvalis_3_2,4
53,rres_1,rres_1_3,1
49,arvalis_1,arvalis_1_3,4
66,arvalis_3,arvalis_3_4,3
42,arvalis_1,arvalis_1_2,2
47,arvalis_3,arvalis_3_3,0
31,inrae_1,inrae_1_2,3
52,arvalis_1,arvalis_1_3,4
39,ethz_1,ethz_1_2,4
17,arvalis_2,arvalis_2_1,0
8,arvalis_3,arvalis_3_0,3
19,inrae_1,inrae_1_1,3
49,arvalis_1,arvalis_1_3,3
65,rres_1,rres_1_4,0
58,arvalis_3,arvalis_3_3,1
24,inrae_1,inrae_1_1,2
74,arvalis_3,arvalis_3_4,0
40,arvalis_1,arvalis_1_2,3
32,rres_1,rres_1_2,1
21,rres_1,rres_1_1,3
37,arvalis_1,arvalis_1_2,1
43,ethz_1,ethz_1_2,2
33,arvalis_1,arvalis_1_2,3
20,inrae_1,inrae_1_1,0
32,arvalis_1,arvalis_1_2,3
64,ethz_1,ethz_1_4,4
19,inrae_1,inrae_1_1,4
66,rres_1,rres_1_4,1
57,rres_1,rres_1_3,3
39,rres_1,rres_1_2,1
23,arvalis_2,arvalis_2_1,1
68,ethz_1,ethz_1_4,1
41,arvalis_1,arvalis_1_2,0
25,arvalis_3,arvalis_3_1,4
52,ethz_1,ethz_1_3,4
19,arvalis_2,arvalis_2_1,4
33,arvalis_1,arvalis_1_2,1
6,arvalis_3,arvalis_3_0,3
34,arvalis_1,arvalis_1_2,1
16,arvalis_3,arvalis_3_1,3
26,arvalis_3,arvalis_3_1,1
57,rres_1,rres_1_3,1
40,arvalis_1,arvalis_1_2,0
40,ethz_1,ethz_1_2,3
79,ethz_1,ethz_1_5,4
60,ethz_1,ethz_1_4,2
57,arvalis_1,arvalis_1_3,2
73,ethz_1,ethz_1_4,4
19,arvalis_3,arvalis_3_1,4
71,ethz_1,ethz_1_4,4
10,arvalis_3,arvalis_3_0,4
59,ethz_1,ethz_1_3,3
41,arvalis_1,arvalis_1_2,3
22,usask_1,usask_1_1,0
22,arvalis_3,arvalis_3_1,2
22,arvalis_2,arvalis_2_1,3
46,arvalis_1,arvalis_1_3,2
30,arvalis_3,arvalis_3_2,0
53,ethz_1,ethz_1_3,4
35,usask_1,usask_1_2,3
59,ethz_1,ethz_1_3,2
41,arvalis_1,arvalis_1_2,1
31,usask_1,usask_1_2,0
53,ethz_1,ethz_1_3,0
23,arvalis_1,arvalis_1_1,1
83,arvalis_3,arvalis_3_5,1
40,rres_1,rres_1_2,2
42,rres_1,rres_1_2,4
52,arvalis_1,arvalis_1_3,0
72,ethz_1,ethz_1_4,2
54,ethz_1,ethz_1_3,3
67,ethz_1,ethz_1_4,3
67,ethz_1,ethz_1_4,3
9,arvalis_2,arvalis_2_0,3
56,arvalis_3,arvalis_3_3,2
56,arvalis_1,arvalis_1_3,3
53,arvalis_1,arvalis_1_3,2
72,ethz_1,ethz_1_4,4
33,arvalis_1,arvalis_1_2,1
45,rres_1,rres_1_3,4
54,arvalis_1,arvalis_1_3,3
43,arvalis_1,arvalis_1_2,4
30,arvalis_2,arvalis_2_2,0
52,arvalis_1,arvalis_1_3,1
58,arvalis_3,arvalis_3_3,1
40,arvalis_1,arvalis_1_2,2
82,ethz_1,ethz_1_5,1
27,arvalis_1,arvalis_1_1,0
43,arvalis_1,arvalis_1_2,0
55,arvalis_1,arvalis_1_3,0
77,ethz_1,ethz_1_5,3
64,ethz_1,ethz_1_4,4
45,arvalis_1,arvalis_1_3,0
70,arvalis_3,arvalis_3_4,3
21,arvalis_3,arvalis_3_1,2
10,arvalis_3,arvalis_3_0,4
66,ethz_1,ethz_1_4,0
6,arvalis_3,arvalis_3_0,1
45,arvalis_3,arvalis_3_3,2
48,arvalis_1,arvalis_1_3,0
49,arvalis_1,arvalis_1_3,1
38,arvalis_1,arvalis_1_2,1
71,ethz_1,ethz_1_4,4
22,arvalis_3,arvalis_3_1,3
42,arvalis_1,arvalis_1_2,3
24,arvalis_1,arvalis_1_1,2
44,arvalis_1,arvalis_1_2,1
22,arvalis_2,arvalis_2_1,3
46,arvalis_1,arvalis_1_3,2
19,arvalis_2,arvalis_2_1,0
40,ethz_1,ethz_1_2,0
61,arvalis_3,arvalis_3_4,0
37,arvalis_1,arvalis_1_2,2
50,rres_1,rres_1_3,4
31,arvalis_1,arvalis_1_2,3
13,arvalis_3,arvalis_3_0,2
28,usask_1,usask_1_1,0
26,inrae_1,inrae_1_1,3
50,ethz_1,ethz_1_3,4
36,arvalis_1,arvalis_1_2,3
66,ethz_1,ethz_1_4,1
48,rres_1,rres_1_3,2
53,arvalis_1,arvalis_1_3,0
29,arvalis_1,arvalis_1_1,4
58,arvalis_1,arvalis_1_3,3
15,arvalis_3,arvalis_3_1,0
33,rres_1,rres_1_2,0
62,ethz_1,ethz_1_4,4
30,usask_1,usask_1_2,0
24,arvalis_1,arvalis_1_1,0
20,arvalis_2,arvalis_2_1,4
18,inrae_1,inrae_1_1,2
35,arvalis_1,arvalis_1_2,1
15,arvalis_3,arvalis_3_1,2
6,arvalis_3,arvalis_3_0,2
33,arvalis_1,arvalis_1_2,3
57,arvalis_1,arvalis_1_3,1
59,rres_1,rres_1_3,4
3,arvalis_3,arvalis_3_0,0
50,ethz_1,ethz_1_3,0
73,ethz_1,ethz_1_4,3
59,arvalis_1,arvalis_1_3,0
10,arvalis_3,arvalis_3_0,2
45,rres_1,rres_1_3,1
22,inrae_1,inrae_1_1,1
55,arvalis_3,arvalis_3_3,1
39,arvalis_1,arvalis_1_2,2
29,arvalis_1,arvalis_1_1,3
42,rres_1,rres_1_2,2
34,arvalis_1,arvalis_1_2,0
47,arvalis_1,arvalis_1_3,3
5,arvalis_3,arvalis_3_0,3
42,arvalis_1,arvalis_1_2,3
37,rres_1,rres_1_2,3
42,rres_1,rres_1_2,3
25,arvalis_1,arvalis_1_1,4
20,arvalis_2,arvalis_2_1,4
56,arvalis_1,arvalis_1_3,3
51,rres_1,rres_1_3,4
41,usask_1,usask_1_2,1
18,inrae_1,inrae_1_1,4
46,rres_1,rres_1_3,2
23,arvalis_3,arvalis_3_1,1
76,ethz_1,ethz_1_5,4
24,inrae_1,inrae_1_1,4
26,arvalis_1,arvalis_1_1,3
62,arvalis_3,arvalis_3_4,3
18,arvalis_3,arvalis_3_1,4
4,arvalis_3,arvalis_3_0,4
18,inrae_1,inrae_1_1,0
19,arvalis_3,arvalis_3_1,1
16,arvalis_2,arvalis_2_1,0
82,ethz_1,ethz_1_5,3
22,arvalis_2,arvalis_2_1,3
51,ethz_1,ethz_1_3,3
20,inrae_1,inrae_1_1,0
58,ethz_1,ethz_1_3,4
36,arvalis_1,arvalis_1_2,1
47,arvalis_1,arvalis_1_3,0
36,arvalis_3,arvalis_3_2,4
22,arvalis_2,arvalis_2_1,0
60,rres_1,rres_1_4,3
25,inrae_1,inrae_1_1,3
64,arvalis_1,arvalis_1_4,1
27,arvalis_1,arvalis_1_1,0
65,ethz_1,ethz_1_4,3
22,arvalis_3,arvalis_3_1,2
76,ethz_1,ethz_1_5,3
18,arvalis_3,arvalis_3_1,4
75,ethz_1,ethz_1_5,0
10,arvalis_2,arvalis_2_0,4
12,arvalis_3,arvalis_3_0,1
46,usask_1,usask_1_3,3
32,arvalis_1,arvalis_1_2,0
43,arvalis_1,arvalis_1_2,0
68,rres_1,rres_1_4,0
25,rres_1,rres_1_1,1
18,arvalis_3,arvalis_3_1,2
63,ethz_1,ethz_1_4,3
35,arvalis_1,arvalis_1_2,0
23,arvalis_3,arvalis_3_1,2
46,arvalis_1,arvalis_1_3,1
70,ethz_1,ethz_1_4,1
48,arvalis_1,arvalis_1_3,3
70,ethz_1,ethz_1_4,1
64,ethz_1,ethz_1_4,1
28,arvalis_1,arvalis_1_1,4
37,arvalis_1,arvalis_1_2,1
68,ethz_1,ethz_1_4,0
15,inrae_1,inrae_1_1,4
33,usask_1,usask_1_2,4
34,rres_1,rres_1_2,0
63,ethz_1,ethz_1_4,2
33,arvalis_1,arvalis_1_2,1
29,arvalis_1,arvalis_1_1,3
59,arvalis_1,arvalis_1_3,2
30,arvalis_1,arvalis_1_2,0
32,arvalis_2,arvalis_2_2,3
37,arvalis_1,arvalis_1_2,2
45,arvalis_1,arvalis_1_3,4
20,usask_1,usask_1_1,0
75,ethz_1,ethz_1_5,0
69,ethz_1,ethz_1_4,1
43,rres_1,rres_1_2,1
53,arvalis_1,arvalis_1_3,1
79,ethz_1,ethz_1_5,4
61,arvalis_1,arvalis_1_4,1
57,arvalis_1,arvalis_1_3,4
52,rres_1,rres_1_3,4
70,ethz_1,ethz_1_4,4
12,arvalis_2,arvalis_2_0,3
59,ethz_1,ethz_1_3,2
71,ethz_1,ethz_1_4,2
13,arvalis_2,arvalis_2_0,4
9,arvalis_3,arvalis_3_0,3
30,arvalis_1,arvalis_1_2,2
43,rres_1,rres_1_2,2
20,arvalis_3,arvalis_3_1,3
16,arvalis_2,arvalis_2_1,0
38,arvalis_1,arvalis_1_2,2
69,arvalis_3,arvalis_3_4,0
36,arvalis_1,arvalis_1_2,3
30,arvalis_1,arvalis_1_2,4
32,arvalis_3,arvalis_3_2,2
58,arvalis_1,arvalis_1_3,4
15,arvalis_3,arvalis_3_1,4
71,ethz_1,ethz_1_4,2
28,usask_1,usask_1_1,3
22,arvalis_2,arvalis_2_1,1
29,arvalis_3,arvalis_3_1,2
25,inrae_1,inrae_1_1,1
19,inrae_1,inrae_1_1,3
56,arvalis_1,arvalis_1_3,3
20,inrae_1,inrae_1_1,1
64,ethz_1,ethz_1_4,1
20,arvalis_1,arvalis_1_1,2
38,arvalis_3,arvalis_3_2,1
69,ethz_1,ethz_1_4,2
63,rres_1,rres_1_4,0
79,ethz_1,ethz_1_5,0
47,rres_1,rres_1_3,1
66,ethz_1,ethz_1_4,3
58,ethz_1,ethz_1_3,2
59,ethz_1,ethz_1_3,2
18,arvalis_2,arvalis_2_1,3
37,arvalis_1,arvalis_1_2,4
38,arvalis_1,arvalis_1_2,3
71,ethz_1,ethz_1_4,1
5,arvalis_3,arvalis_3_0,2
69,ethz_1,ethz_1_4,4
4,inrae_1,inrae_1_0,2
23,usask_1,usask_1_1,1
53,arvalis_1,arvalis_1_3,0
66,arvalis_1,arvalis_1_4,4
26,arvalis_1,arvalis_1_1,3
47,arvalis_1,arvalis_1_3,0
19,arvalis_2,arvalis_2_1,4
60,ethz_1,ethz_1_4,2
63,rres_1,rres_1_4,0
35,arvalis_1,arvalis_1_2,1
63,ethz_1,ethz_1_4,0
71,ethz_1,ethz_1_4,3
22,usask_1,usask_1_1,2
33,arvalis_1,arvalis_1_2,3
63,arvalis_1,arvalis_1_4,0
53,rres_1,rres_1_3,4
80,arvalis_1,arvalis_1_5,2
37,arvalis_1,arvalis_1_2,1
68,ethz_1,ethz_1_4,2
45,arvalis_3,arvalis_3_3,2
73,ethz_1,ethz_1_4,2
52,ethz_1,ethz_1_3,3
68,ethz_1,ethz_1_4,2
14,arvalis_3,arvalis_3_0,2
40,arvalis_1,arvalis_1_2,4
80,ethz_1,ethz_1_5,2
16,arvalis_2,arvalis_2_1,3
63,rres_1,rres_1_4,2
63,ethz_1,ethz_1_4,2
43,rres_1,rres_1_2,2
30,inrae_1,inrae_1_2,1
28,inrae_1,inrae_1_1,3
45,arvalis_3,arvalis_3_3,3
69,ethz_1,ethz_1_4,0
36,arvalis_1,arvalis_1_2,0
37,arvalis_1,arvalis_1_2,3
38,rres_1,rres_1_2,4
48,arvalis_1,arvalis_1_3,2
35,rres_1,rres_1_2,4
22,inrae_1,inrae_1_1,1
23,inrae_1,inrae_1_1,4
41,arvalis_1,arvalis_1_2,2
89,arvalis_1,arvalis_1_5,1
18,arvalis_3,arvalis_3_1,0
72,ethz_1,ethz_1_4,1
24,arvalis_2,arvalis_2_1,4
49,arvalis_1,arvalis_1_3,2
71,ethz_1,ethz_1_4,0
66,ethz_1,ethz_1_4,4
34,arvalis_1,arvalis_1_2,4
63,ethz_1,ethz_1_4,0
63,ethz_1,ethz_1_4,0
25,rres_1,rres_1_1,0
39,arvalis_1,arvalis_1_2,1
48,arvalis_1,arvalis_1_3,4
19,arvalis_2,arvalis_2_1,4
47,arvalis_1,arvalis_1_3,2
45,arvalis_1,arvalis_1_3,2
41,arvalis_1,arvalis_1_2,4
59,ethz_1,ethz_1_3,1
20,arvalis_3,arvalis_3_1,0
6,arvalis_3,arvalis_3_0,2
57,ethz_1,ethz_1_3,1
15,arvalis_1,arvalis_1_1,2
55,arvalis_1,arvalis_1_3,0
62,arvalis_3,arvalis_3_4,0
23,usask_1,usask_1_1,1
54,arvalis_1,arvalis_1_3,0
67,ethz_1,ethz_1_4,4
37,arvalis_1,arvalis_1_2,0
37,arvalis_1,arvalis_1_2,4
50,arvalis_1,arvalis_1_3,3
34,arvalis_1,arvalis_1_2,0
11,arvalis_3,arvalis_3_0,1
83,ethz_1,ethz_1_5,4
62,ethz_1,ethz_1_4,2
47,arvalis_3,arvalis_3_3,1
45,arvalis_3,arvalis_3_3,3
67,ethz_1,ethz_1_4,0
29,usask_1,usask_1_1,3
46,rres_1,rres_1_3,1
87,arvalis_1,arvalis_1_5,0
32,arvalis_1,arvalis_1_2,3
63,ethz_1,ethz_1_4,2
51,arvalis_3,arvalis_3_3,0
13,arvalis_2,arvalis_2_0,2
7,arvalis_3,arvalis_3_0,3
54,ethz_1,ethz_1_3,4
27,arvalis_1,arvalis_1_1,3
71,arvalis_1,arvalis_1_4,4
27,arvalis_2,arvalis_2_1,4
48,arvalis_1,arvalis_1_3,3
36,arvalis_1,arvalis_1_2,1
86,ethz_1,ethz_1_5,0
21,arvalis_2,arvalis_2_1,0
39,arvalis_1,arvalis_1_2,1
18,arvalis_3,arvalis_3_1,3
20,usask_1,usask_1_1,0
70,ethz_1,ethz_1_4,2
61,arvalis_1,arvalis_1_4,1
56,ethz_1,ethz_1_3,2
22,inrae_1,inrae_1_1,3
31,arvalis_3,arvalis_3_2,3
76,ethz_1,ethz_1_5,3
70,arvalis_3,arvalis_3_4,1
26,arvalis_1,arvalis_1_1,0
66,ethz_1,ethz_1_4,0
40,rres_1,rres_1_2,1
29,arvalis_2,arvalis_2_1,0
67,arvalis_3,arvalis_3_4,2
60,arvalis_1,arvalis_1_4,1
16,arvalis_3,arvalis_3_1,0
78,ethz_1,ethz_1_5,2
70,ethz_1,ethz_1_4,2
19,arvalis_3,arvalis_3_1,4
45,rres_1,rres_1_3,4
8,inrae_1,inrae_1_0,0
23,rres_1,rres_1_1,4
22,arvalis_2,arvalis_2_1,1
62,ethz_1,ethz_1_4,1
38,arvalis_1,arvalis_1_2,3
80,ethz_1,ethz_1_5,3
33,inrae_1,inrae_1_2,4
44,arvalis_1,arvalis_1_2,4
108,ethz_1,ethz_1_7,4
40,arvalis_1,arvalis_1_2,0
18,inrae_1,inrae_1_1,0
49,arvalis_1,arvalis_1_3,0
39,arvalis_3,arvalis_3_2,3
28,arvalis_1,arvalis_1_1,3
17,usask_1,usask_1_1,3
79,ethz_1,ethz_1_5,4
44,arvalis_1,arvalis_1_2,2
55,arvalis_3,arvalis_3_3,4
21,arvalis_2,arvalis_2_1,2
14,arvalis_3,arvalis_3_0,4
34,rres_1,rres_1_2,1
8,arvalis_3,arvalis_3_0,1
54,ethz_1,ethz_1_3,0
30,rres_1,rres_1_2,4
39,arvalis_1,arvalis_1_2,3
20,usask_1,usask_1_1,0
39,arvalis_1,arvalis_1_2,0
69,ethz_1,ethz_1_4,1
77,ethz_1,ethz_1_5,0
66,ethz_1,ethz_1_4,0
30,arvalis_1,arvalis_1_2,2
53,rres_1,rres_1_3,3
18,inrae_1,inrae_1_1,2
62,arvalis_1,arvalis_1_4,0
32,rres_1,rres_1_2,4
20,arvalis_3,arvalis_3_1,4
30,arvalis_1,arvalis_1_2,4
17,arvalis_2,arvalis_2_1,4
11,arvalis_3,arvalis_3_0,4
56,arvalis_1,arvalis_1_3,4
26,arvalis_3,arvalis_3_1,0
60,arvalis_3,arvalis_3_4,2
61,ethz_1,ethz_1_4,3
30,arvalis_1,arvalis_1_2,0
41,arvalis_1,arvalis_1_2,4
56,rres_1,rres_1_3,4
60,ethz_1,ethz_1_4,0
34,usask_1,usask_1_2,4
41,arvalis_1,arvalis_1_2,0
49,arvalis_1,arvalis_1_3,2
49,ethz_1,ethz_1_3,1
81,ethz_1,ethz_1_5,2
74,ethz_1,ethz_1_4,0
61,ethz_1,ethz_1_4,3
34,arvalis_1,arvalis_1_2,0
46,arvalis_1,arvalis_1_3,3
78,ethz_1,ethz_1_5,0
81,ethz_1,ethz_1_5,2
58,arvalis_1,arvalis_1_3,2
25,usask_1,usask_1_1,1
14,inrae_1,inrae_1_0,4
31,arvalis_3,arvalis_3_2,3
24,inrae_1,inrae_1_1,2
31,rres_1,rres_1_2,4
32,rres_1,rres_1_2,2
26,arvalis_2,arvalis_2_1,0
50,arvalis_1,arvalis_1_3,4
75,ethz_1,ethz_1_5,3
75,ethz_1,ethz_1_5,3
48,arvalis_1,arvalis_1_3,3
38,rres_1,rres_1_2,0
58,arvalis_1,arvalis_1_3,4
66,ethz_1,ethz_1_4,2
13,inrae_1,inrae_1_0,2
76,arvalis_3,arvalis_3_5,2
45,arvalis_1,arvalis_1_3,2
38,arvalis_1,arvalis_1_2,2
67,ethz_1,ethz_1_4,3
40,arvalis_1,arvalis_1_2,3
26,usask_1,usask_1_1,1
13,arvalis_3,arvalis_3_0,1
25,arvalis_1,arvalis_1_1,1
84,ethz_1,ethz_1_5,3
52,arvalis_1,arvalis_1_3,1
43,rres_1,rres_1_2,0
40,arvalis_1,arvalis_1_2,2
6,arvalis_3,arvalis_3_0,0
48,ethz_1,ethz_1_3,1
104,ethz_1,ethz_1_6,3
63,ethz_1,ethz_1_4,1
36,arvalis_1,arvalis_1_2,1
53,arvalis_1,arvalis_1_3,2
45,ethz_1,ethz_1_3,0
54,arvalis_3,arvalis_3_3,1
44,rres_1,rres_1_2,4
63,arvalis_3,arvalis_3_4,4
52,arvalis_3,arvalis_3_3,3
25,arvalis_1,arvalis_1_1,1
28,arvalis_3,arvalis_3_1,4
58,rres_1,rres_1_3,0
12,arvalis_3,arvalis_3_0,1
35,usask_1,usask_1_2,4
21,inrae_1,inrae_1_1,4
55,rres_1,rres_1_3,1
78,ethz_1,ethz_1_5,0
41,arvalis_1,arvalis_1_2,3
2,arvalis_3,arvalis_3_0,3
53,arvalis_1,arvalis_1_3,1
35,arvalis_3,arvalis_3_2,3
37,rres_1,rres_1_2,2
32,arvalis_1,arvalis_1_2,1
59,arvalis_1,arvalis_1_3,1
31,arvalis_3,arvalis_3_2,3
32,arvalis_1,arvalis_1_2,0
42,arvalis_3,arvalis_3_2,3
39,arvalis_1,arvalis_1_2,4
32,arvalis_1,arvalis_1_2,3
26,inrae_1,inrae_1_1,2
69,ethz_1,ethz_1_4,1
21,arvalis_2,arvalis_2_1,1
44,arvalis_3,arvalis_3_2,4
49,rres_1,rres_1_3,3
49,arvalis_1,arvalis_1_3,4
82,ethz_1,ethz_1_5,2
49,arvalis_1,arvalis_1_3,3
56,arvalis_1,arvalis_1_3,1
67,ethz_1,ethz_1_4,0
45,rres_1,rres_1_3,2
35,arvalis_3,arvalis_3_2,3
54,ethz_1,ethz_1_3,2
8,arvalis_3,arvalis_3_0,0
57,ethz_1,ethz_1_3,4
34,arvalis_1,arvalis_1_2,4
84,ethz_1,ethz_1_5,4
79,ethz_1,ethz_1_5,2
62,ethz_1,ethz_1_4,2
10,arvalis_3,arvalis_3_0,3
39,arvalis_1,arvalis_1_2,3
88,ethz_1,ethz_1_5,2
56,arvalis_1,arvalis_1_3,4
35,arvalis_3,arvalis_3_2,2
56,rres_1,rres_1_3,2
33,arvalis_1,arvalis_1_2,3
44,rres_1,rres_1_2,2
83,ethz_1,ethz_1_5,3
71,rres_1,rres_1_4,1
22,inrae_1,inrae_1_1,4
37,arvalis_1,arvalis_1_2,0
38,arvalis_1,arvalis_1_2,1
22,arvalis_1,arvalis_1_1,4
69,ethz_1,ethz_1_4,2
26,arvalis_1,arvalis_1_1,4
63,ethz_1,ethz_1_4,4
37,arvalis_3,arvalis_3_2,2
71,ethz_1,ethz_1_4,3
13,arvalis_3,arvalis_3_0,1
37,arvalis_1,arvalis_1_2,0
25,arvalis_3,arvalis_3_1,2
82,ethz_1,ethz_1_5,2
21,usask_1,usask_1_1,2
64,arvalis_1,arvalis_1_4,2
14,arvalis_2,arvalis_2_0,2
46,arvalis_3,arvalis_3_3,1
79,ethz_1,ethz_1_5,1
37,arvalis_3,arvalis_3_2,0
30,arvalis_1,arvalis_1_2,1
24,arvalis_1,arvalis_1_1,3
37,arvalis_1,arvalis_1_2,2
40,arvalis_1,arvalis_1_2,1
50,arvalis_1,arvalis_1_3,0
74,ethz_1,ethz_1_4,1
21,arvalis_2,arvalis_2_1,2
57,rres_1,rres_1_3,4
39,arvalis_1,arvalis_1_2,4
45,arvalis_1,arvalis_1_3,2
35,rres_1,rres_1_2,3
59,rres_1,rres_1_3,4
41,arvalis_1,arvalis_1_2,2
48,arvalis_1,arvalis_1_3,1
31,arvalis_1,arvalis_1_2,3
82,arvalis_1,arvalis_1_5,1
18,arvalis_1,arvalis_1_1,0
47,arvalis_1,arvalis_1_3,1
45,rres_1,rres_1_3,0
52,rres_1,rres_1_3,3
54,ethz_1,ethz_1_3,3
44,arvalis_1,arvalis_1_2,2
46,rres_1,rres_1_3,0
23,inrae_1,inrae_1_1,3
57,arvalis_1,arvalis_1_3,3
44,arvalis_1,arvalis_1_2,4
22,arvalis_1,arvalis_1_1,0
21,arvalis_3,arvalis_3_1,0
17,arvalis_2,arvalis_2_1,1
20,arvalis_2,arvalis_2_1,4
71,ethz_1,ethz_1_4,0
37,arvalis_1,arvalis_1_2,3
57,rres_1,rres_1_3,1
52,arvalis_1,arvalis_1_3,1
34,arvalis_1,arvalis_1_2,3
41,usask_1,usask_1_2,4
39,arvalis_1,arvalis_1_2,4
